SkillBullet表格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,VariableName,VariableComment,Name,Type,ElementType,FlyEffect,HitEffect,HitSound0,HitSound1,HitEffectPosition,MuzzleEffect,ExplosionEffect,WillHitBuffToTarget,HitBuffToTarget,HitBuffToSelf,Attack,AttackPercent,Speed,StartPosition,StartPointName,HitPoint,DamageModifier,EffectiveTarget,SingleTarget,IsDamage,Param0,ParamDesc0,Param1,ParamDesc1,Param2,ParamDesc2,Param3,ParamDesc3
121042,,,二星飞镖发射器绿宝石,15,5,112021,112022,3009,3010,1,19,0,,,,22,1,20,4,Fire_point_2,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
121051,,,二星飞镖发射器蓝宝石,15,3,112031,112032,3009,3010,1,18,0,,,,22,1,20,4,Fire_point_1,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
121052,,,二星飞镖发射器蓝宝石,15,3,112031,112032,3009,3010,1,18,0,,,,22,1,20,4,Fire_point_2,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122011,,,三星飞镖发射器,15,0,112201,112002,3009,3010,1,4,0,,,,0,1,20,4,Fire_point_1,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122012,,,三星飞镖发射器,15,0,112201,112002,3009,3010,1,4,0,,,,0,1,20,4,Fire_point_2,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122021,,,三星飞镖发射器紫宝石,15,4,112041,112042,3009,3010,1,20,0,,,,41,1,20,4,Fire_point_1,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122022,,,三星飞镖发射器紫宝石,15,4,112041,112042,3009,3010,1,20,0,,,,41,1,20,4,Fire_point_2,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122031,,,三星飞镖发射器红宝石,15,2,112011,112012,3009,3010,1,21,0,,,,41,1,20,4,Fire_point_1,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122032,,,三星飞镖发射器红宝石,15,2,112011,112012,3009,3010,1,21,0,,,,41,1,20,4,Fire_point_2,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122041,,,三星飞镖发射器绿宝石,15,5,112021,112022,3009,3010,1,19,0,,,,41,1,20,4,Fire_point_1,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122042,,,三星飞镖发射器绿宝石,15,5,112021,112022,3009,3010,1,19,0,,,,41,1,20,4,Fire_point_2,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122051,,,三星飞镖发射器蓝宝石,15,3,112031,112032,3009,3010,1,18,0,,,,41,1,20,4,Fire_point_1,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
122052,,,三星飞镖发射器蓝宝石,15,3,112031,112032,3009,3010,1,18,0,,,,41,1,20,4,Fire_point_2,BodyPoint,0,1,1,1,0,弹跳次数,-1,弹跳范围(小于0取塔范围),1,每次弹跳的伤害衰减(1不衰减),,
130011,,,一星气球炸弹塔,11,5,113001,113002,3018,3019,1,0,0,,,,0,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
130021,,,一星气球炸弹塔紫宝石,11,4,113041,113042,3018,3019,1,0,0,,,,40,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
130031,,,一星气球炸弹塔红宝石,11,2,113011,113012,3018,3019,1,0,0,,,,40,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
130041,,,一星气球炸弹塔绿宝石,11,5,113021,113022,3018,3019,1,0,0,,,,40,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
130051,,,一星气球炸弹塔蓝宝石,11,3,113031,113032,3018,3019,1,0,0,,,,40,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
131011,,,二星气球炸弹塔,11,5,113101,113002,3018,3019,1,0,0,,,,0,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
131021,,,二星气球炸弹塔紫宝石,11,4,113141,113042,3018,3019,1,0,0,,,,60,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
131031,,,二星气球炸弹塔红宝石,11,2,113111,113012,3018,3019,1,0,0,,,,60,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
131041,,,二星气球炸弹塔绿宝石,11,5,113121,113022,3018,3019,1,0,0,,,,60,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
131051,,,二星气球炸弹塔蓝宝石,11,3,113131,113032,3018,3019,1,0,0,,,,60,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
132011,,,三星气球炸弹塔,11,5,113201,113002,3018,3019,1,0,0,,,,0,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
132021,,,三星气球炸弹塔紫宝石,11,4,113241,113042,3018,3019,1,0,0,,,,85,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
132031,,,三星气球炸弹塔红宝石,11,2,113211,113012,3018,3019,1,0,0,,,,85,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
132041,,,三星气球炸弹塔绿宝石,11,5,113221,113022,3018,3019,1,0,0,,,,85,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
132051,,,三星气球炸弹塔蓝宝石,11,3,113231,113032,3018,3019,1,0,0,,,,85,1,8,4,Fire_point,BodyPoint,0,2,0,1,1.5,升空高度,1,靠近范围,7,爆炸范围,,
140011,,,一星电磁震荡塔,13,4,114001,114002,3030,3031,1,0,0,,,,0,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
140021,,,一星电磁震荡塔紫宝石,13,4,114041,114042,3030,3031,1,0,0,,,,34,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
140031,,,一星电磁震荡塔红宝石,13,2,114011,114012,3030,3031,1,0,0,,,,34,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
140041,,,一星电磁震荡塔绿宝石,13,5,114021,114022,3030,3031,1,0,0,,,,34,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
140051,,,一星电磁震荡塔蓝宝石,13,3,114031,114032,3030,3031,1,0,0,,,,34,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
141011,,,二星电磁震荡塔,13,4,114101,114002,3030,3031,1,0,0,,,,0,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
141021,,,二星电磁震荡塔紫宝石,13,4,114041,114042,3030,3031,1,0,0,,,,58,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
141031,,,二星电磁震荡塔红宝石,13,2,114011,114012,3030,3031,1,0,0,,,,58,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
141041,,,二星电磁震荡塔绿宝石,13,5,114021,114022,3030,3031,1,0,0,,,,58,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
141051,,,二星电磁震荡塔蓝宝石,13,3,114031,114032,3030,3031,1,0,0,,,,58,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
142011,,,三星电磁震荡塔,13,4,114201,114002,3030,3031,1,0,0,,,,0,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
142021,,,三星电磁震荡塔紫宝石,13,4,114041,114042,3030,3031,1,0,0,,,,97,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
142031,,,三星电磁震荡塔红宝石,13,2,114011,114012,3030,3031,1,0,0,,,,97,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
142041,,,三星电磁震荡塔绿宝石,13,5,114021,114022,3030,3031,1,0,0,,,,97,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
142051,,,三星电磁震荡塔蓝宝石,13,3,114031,114032,3030,3031,1,0,0,,,,97,1,140,4,Fire_point_1,BodyPoint,0,1,1,1,1.5,爆炸范围,"2,2,2",子弹大小,,,,
150011,,,一星风刃发射器,6,3,115001,115002,3033,3034,1,6,0,,,,0,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
150021,,,一星风刃发射器紫宝石,6,4,115041,115042,3033,3034,1,20,0,,,,29,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
150031,,,一星风刃发射器红宝石,6,2,115011,115012,3033,3034,1,21,0,,,,29,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
150041,,,一星风刃发射器绿宝石,6,5,115021,115022,3033,3034,1,19,0,,,,29,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
150051,,,一星风刃发射器蓝宝石,6,3,115031,115032,3033,3034,1,18,0,,,,29,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
151011,,,二星风刃发射器,6,3,115101,115002,3033,3034,1,6,0,,,,0,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
151021,,,二星风刃发射器紫宝石,6,4,115041,115042,3033,3034,1,20,0,,,,54,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
151031,,,二星风刃发射器红宝石,6,2,115011,115012,3033,3034,1,21,0,,,,54,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
151041,,,二星风刃发射器绿宝石,6,5,115021,115022,3033,3034,1,19,0,,,,54,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
151051,,,二星风刃发射器蓝宝石,6,3,115031,115032,3033,3034,1,18,0,,,,54,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
152011,,,三星风刃发射器,6,3,115201,115002,3033,3034,1,6,0,,,,0,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
152021,,,三星风刃发射器紫宝石,6,4,115041,115042,3033,3034,1,20,0,,,,101,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
152031,,,三星风刃发射器红宝石,6,2,115011,115012,3033,3034,1,21,0,,,,101,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
152041,,,三星风刃发射器绿宝石,6,5,115021,115022,3033,3034,1,19,0,,,,101,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
152051,,,三星风刃发射器蓝宝石,6,3,115031,115032,3033,3034,1,18,0,,,,101,1,22,4,Fire_Point_1,BodyPoint,0,1,0,1,1,是否只碰撞怪物,0,在第一次命中后就爆炸,0,是否可以对一个目标重复产生伤害,1000,子弹类型为6时，子弹的穿透值，拿怪物属性里的阻挡值来抵消，计算子弹可穿透的怪物数量
