BuffDetail表格,,,,,,,,,,,,,,,,,,,,,,
Both,,,,,,,,,,,,,,,,,,,,,,
ID,VariableName,VariableComment,BuffTypeID,Name,Description,BuffTime,Param0,ParamDesc0,Param1,ParamDesc1,Param2,ParamDesc2,Param3,ParamDesc3,Param4,ParamDesc4,Param5,ParamDesc5,Param6,ParamDesc6,Param7,ParamDesc7
531,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到飞镖发射器的效果,-1,30,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
532,,,9,命中敌人时触发,5级红宝石镶嵌到飞镖发射器的效果,-1,533,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
533,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到飞镖发射器的效果,-1,50,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
534,,,9,命中敌人时触发,1级绿宝石镶嵌到飞镖发射器的效果,-1,535,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
535,,,3,中毒,1级绿宝石镶嵌到飞镖发射器的效果,5,2,叠加层数,2003,特效ID,,,,,,,,,,,,
536,,,9,命中敌人时触发,2级绿宝石镶嵌到飞镖发射器的效果,-1,537,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
537,,,3,中毒,2级绿宝石镶嵌到飞镖发射器的效果,5,4,叠加层数,2003,特效ID,,,,,,,,,,,,
538,,,9,命中敌人时触发,3级绿宝石镶嵌到飞镖发射器的效果,-1,539,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
539,,,3,中毒,3级绿宝石镶嵌到飞镖发射器的效果,5,8,叠加层数,2003,特效ID,,,,,,,,,,,,
540,,,9,命中敌人时触发,4级绿宝石镶嵌到飞镖发射器的效果,-1,541,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
541,,,3,中毒,4级绿宝石镶嵌到飞镖发射器的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
542,,,9,命中敌人时触发,5级绿宝石镶嵌到飞镖发射器的效果,-1,543,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
543,,,3,中毒,5级绿宝石镶嵌到飞镖发射器的效果,5,15,叠加层数,2003,特效ID,,,,,,,,,,,,
544,,,9,命中敌人时触发,1级蓝宝石镶嵌到飞镖发射器的效果,-1,545,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
545,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到飞镖发射器的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
546,,,9,命中敌人时触发,2级蓝宝石镶嵌到飞镖发射器的效果,-1,547,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
547,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到飞镖发射器的效果,3,0.12,减速百分比,2004,特效ID,,,,,,,,,,,,
548,,,9,命中敌人时触发,3级蓝宝石镶嵌到飞镖发射器的效果,-1,549,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
549,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到飞镖发射器的效果,3,0.12,减速百分比,2004,特效ID,,,,,,,,,,,,
550,,,9,命中敌人时触发,4级蓝宝石镶嵌到飞镖发射器的效果,-1,551,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
551,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到飞镖发射器的效果,3,0.14,减速百分比,2004,特效ID,,,,,,,,,,,,
552,,,9,命中敌人时触发,5级蓝宝石镶嵌到飞镖发射器的效果,-1,553,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
553,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到飞镖发射器的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
554,,,9,命中敌人时触发,1级紫宝石镶嵌到飞镖发射器的效果,-1,555,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,500,触发万分比,,,,,,
555,,,98,感电,1级紫宝石镶嵌到飞镖发射器的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
556,,,9,命中敌人时触发,2级紫宝石镶嵌到飞镖发射器的效果,-1,557,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,800,触发万分比,,,,,,
557,,,98,感电,2级紫宝石镶嵌到飞镖发射器的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
558,,,9,命中敌人时触发,3级紫宝石镶嵌到飞镖发射器的效果,-1,559,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1100,触发万分比,,,,,,
559,,,98,感电,3级紫宝石镶嵌到飞镖发射器的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
560,,,9,命中敌人时触发,4级紫宝石镶嵌到飞镖发射器的效果,-1,561,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1100,触发万分比,,,,,,
561,,,98,感电,4级紫宝石镶嵌到飞镖发射器的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
562,,,9,命中敌人时触发,5级紫宝石镶嵌到飞镖发射器的效果,-1,563,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1400,触发万分比,,,,,,
563,,,98,感电,5级紫宝石镶嵌到飞镖发射器的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
566,,,9,命中敌人时触发,2级红宝石镶嵌到气球炸弹塔的效果,-1,567,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
567,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到气球炸弹塔的效果,-1,60,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
568,,,9,命中敌人时触发,3级红宝石镶嵌到气球炸弹塔的效果,-1,569,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
569,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到气球炸弹塔的效果,-1,100,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
570,,,9,命中敌人时触发,4级红宝石镶嵌到气球炸弹塔的效果,-1,571,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
571,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到气球炸弹塔的效果,-1,150,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
572,,,9,命中敌人时触发,5级红宝石镶嵌到气球炸弹塔的效果,-1,573,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
573,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到气球炸弹塔的效果,-1,200,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
574,,,9,命中敌人时触发,1级绿宝石镶嵌到气球炸弹塔的效果,-1,575,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
575,,,3,中毒,1级绿宝石镶嵌到气球炸弹塔的效果,5,8,叠加层数,2003,特效ID,,,,,,,,,,,,
576,,,9,命中敌人时触发,2级绿宝石镶嵌到气球炸弹塔的效果,-1,577,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
577,,,3,中毒,2级绿宝石镶嵌到气球炸弹塔的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
578,,,9,命中敌人时触发,3级绿宝石镶嵌到气球炸弹塔的效果,-1,579,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
579,,,3,中毒,3级绿宝石镶嵌到气球炸弹塔的效果,5,24,叠加层数,2003,特效ID,,,,,,,,,,,,
580,,,9,命中敌人时触发,4级绿宝石镶嵌到气球炸弹塔的效果,-1,581,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
581,,,3,中毒,4级绿宝石镶嵌到气球炸弹塔的效果,5,36,叠加层数,2003,特效ID,,,,,,,,,,,,
582,,,9,命中敌人时触发,5级绿宝石镶嵌到气球炸弹塔的效果,-1,583,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
583,,,3,中毒,5级绿宝石镶嵌到气球炸弹塔的效果,5,45,叠加层数,2003,特效ID,,,,,,,,,,,,
584,,,9,命中敌人时触发,1级蓝宝石镶嵌到气球炸弹塔的效果,-1,585,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
585,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到气球炸弹塔的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
586,,,9,命中敌人时触发,2级蓝宝石镶嵌到气球炸弹塔的效果,-1,587,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
587,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到气球炸弹塔的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
588,,,9,命中敌人时触发,3级蓝宝石镶嵌到气球炸弹塔的效果,-1,589,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
589,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到气球炸弹塔的效果,3,0.18,减速百分比,2004,特效ID,,,,,,,,,,,,
590,,,9,命中敌人时触发,4级蓝宝石镶嵌到气球炸弹塔的效果,-1,591,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
591,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到气球炸弹塔的效果,3,0.2,减速百分比,2004,特效ID,,,,,,,,,,,,
592,,,9,命中敌人时触发,5级蓝宝石镶嵌到气球炸弹塔的效果,-1,593,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
593,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到气球炸弹塔的效果,3,0.23,减速百分比,2004,特效ID,,,,,,,,,,,,
594,,,9,命中敌人时触发,1级紫宝石镶嵌到气球炸弹塔的效果,-1,595,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1000,触发万分比,,,,,,
595,,,98,感电,1级紫宝石镶嵌到气球炸弹塔的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
596,,,9,命中敌人时触发,2级紫宝石镶嵌到气球炸弹塔的效果,-1,597,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1200,触发万分比,,,,,,
597,,,98,感电,2级紫宝石镶嵌到气球炸弹塔的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
598,,,9,命中敌人时触发,3级紫宝石镶嵌到气球炸弹塔的效果,-1,599,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1400,触发万分比,,,,,,
599,,,98,感电,3级紫宝石镶嵌到气球炸弹塔的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
600,,,9,命中敌人时触发,4级紫宝石镶嵌到气球炸弹塔的效果,-1,601,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1800,触发万分比,,,,,,
601,,,98,感电,4级紫宝石镶嵌到气球炸弹塔的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
602,,,9,命中敌人时触发,5级紫宝石镶嵌到气球炸弹塔的效果,-1,603,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2000,触发万分比,,,,,,
603,,,98,感电,5级紫宝石镶嵌到气球炸弹塔的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
606,,,9,命中敌人时触发,2级红宝石镶嵌到电磁震荡塔的效果,-1,607,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
607,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到电磁震荡塔的效果,-1,60,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
608,,,9,命中敌人时触发,3级红宝石镶嵌到电磁震荡塔的效果,-1,609,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
609,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到电磁震荡塔的效果,-1,100,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
610,,,9,命中敌人时触发,4级红宝石镶嵌到电磁震荡塔的效果,-1,611,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
611,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到电磁震荡塔的效果,-1,150,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
612,,,9,命中敌人时触发,5级红宝石镶嵌到电磁震荡塔的效果,-1,613,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
613,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到电磁震荡塔的效果,-1,200,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
614,,,9,命中敌人时触发,1级绿宝石镶嵌到电磁震荡塔的效果,-1,615,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
615,,,3,中毒,1级绿宝石镶嵌到电磁震荡塔的效果,5,8,叠加层数,2003,特效ID,,,,,,,,,,,,
616,,,9,命中敌人时触发,2级绿宝石镶嵌到电磁震荡塔的效果,-1,617,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
617,,,3,中毒,2级绿宝石镶嵌到电磁震荡塔的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
618,,,9,命中敌人时触发,3级绿宝石镶嵌到电磁震荡塔的效果,-1,619,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
619,,,3,中毒,3级绿宝石镶嵌到电磁震荡塔的效果,5,24,叠加层数,2003,特效ID,,,,,,,,,,,,
620,,,9,命中敌人时触发,4级绿宝石镶嵌到电磁震荡塔的效果,-1,621,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
621,,,3,中毒,4级绿宝石镶嵌到电磁震荡塔的效果,5,36,叠加层数,2003,特效ID,,,,,,,,,,,,
622,,,9,命中敌人时触发,5级绿宝石镶嵌到电磁震荡塔的效果,-1,623,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
623,,,3,中毒,5级绿宝石镶嵌到电磁震荡塔的效果,5,45,叠加层数,2003,特效ID,,,,,,,,,,,,
624,,,9,命中敌人时触发,1级蓝宝石镶嵌到电磁震荡塔的效果,-1,625,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
625,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到电磁震荡塔的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
626,,,9,命中敌人时触发,2级蓝宝石镶嵌到电磁震荡塔的效果,-1,627,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
627,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到电磁震荡塔的效果,3,0.12,减速百分比,2004,特效ID,,,,,,,,,,,,
628,,,9,命中敌人时触发,3级蓝宝石镶嵌到电磁震荡塔的效果,-1,629,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
629,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到电磁震荡塔的效果,3,0.12,减速百分比,2004,特效ID,,,,,,,,,,,,
630,,,9,命中敌人时触发,4级蓝宝石镶嵌到电磁震荡塔的效果,-1,631,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
631,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到电磁震荡塔的效果,3,0.14,减速百分比,2004,特效ID,,,,,,,,,,,,
632,,,9,命中敌人时触发,5级蓝宝石镶嵌到电磁震荡塔的效果,-1,633,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
633,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到电磁震荡塔的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
634,,,9,命中敌人时触发,1级紫宝石镶嵌到电磁震荡塔的效果,-1,635,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,800,触发万分比,,,,,,
635,,,98,感电,1级紫宝石镶嵌到电磁震荡塔的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
636,,,9,命中敌人时触发,2级紫宝石镶嵌到电磁震荡塔的效果,-1,637,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1000,触发万分比,,,,,,
637,,,98,感电,2级紫宝石镶嵌到电磁震荡塔的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
638,,,9,命中敌人时触发,3级紫宝石镶嵌到电磁震荡塔的效果,-1,639,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1200,触发万分比,,,,,,
639,,,98,感电,3级紫宝石镶嵌到电磁震荡塔的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
640,,,9,命中敌人时触发,4级紫宝石镶嵌到电磁震荡塔的效果,-1,641,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1400,触发万分比,,,,,,
641,,,98,感电,4级紫宝石镶嵌到电磁震荡塔的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
642,,,9,命中敌人时触发,5级紫宝石镶嵌到电磁震荡塔的效果,-1,643,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1600,触发万分比,,,,,,
643,,,98,感电,5级紫宝石镶嵌到电磁震荡塔的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
646,,,9,命中敌人时触发,2级红宝石镶嵌到风刃发射器的效果,-1,647,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
647,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到风刃发射器的效果,-1,60,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
648,,,9,命中敌人时触发,3级红宝石镶嵌到风刃发射器的效果,-1,649,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
649,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到风刃发射器的效果,-1,100,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
650,,,9,命中敌人时触发,4级红宝石镶嵌到风刃发射器的效果,-1,651,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
651,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到风刃发射器的效果,-1,150,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
652,,,9,命中敌人时触发,5级红宝石镶嵌到风刃发射器的效果,-1,653,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
653,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到风刃发射器的效果,-1,200,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
654,,,9,命中敌人时触发,1级绿宝石镶嵌到风刃发射器的效果,-1,655,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
655,,,3,中毒,1级绿宝石镶嵌到风刃发射器的效果,5,8,叠加层数,2003,特效ID,,,,,,,,,,,,
656,,,9,命中敌人时触发,2级绿宝石镶嵌到风刃发射器的效果,-1,657,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
657,,,3,中毒,2级绿宝石镶嵌到风刃发射器的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
658,,,9,命中敌人时触发,3级绿宝石镶嵌到风刃发射器的效果,-1,659,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
659,,,3,中毒,3级绿宝石镶嵌到风刃发射器的效果,5,24,叠加层数,2003,特效ID,,,,,,,,,,,,
660,,,9,命中敌人时触发,4级绿宝石镶嵌到风刃发射器的效果,-1,661,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
661,,,3,中毒,4级绿宝石镶嵌到风刃发射器的效果,5,36,叠加层数,2003,特效ID,,,,,,,,,,,,
662,,,9,命中敌人时触发,5级绿宝石镶嵌到风刃发射器的效果,-1,663,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
663,,,3,中毒,5级绿宝石镶嵌到风刃发射器的效果,5,45,叠加层数,2003,特效ID,,,,,,,,,,,,
664,,,9,命中敌人时触发,1级蓝宝石镶嵌到风刃发射器的效果,-1,665,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
665,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到风刃发射器的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
666,,,9,命中敌人时触发,2级蓝宝石镶嵌到风刃发射器的效果,-1,667,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
667,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到风刃发射器的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
668,,,9,命中敌人时触发,3级蓝宝石镶嵌到风刃发射器的效果,-1,669,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
669,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到风刃发射器的效果,3,0.18,减速百分比,2004,特效ID,,,,,,,,,,,,
670,,,9,命中敌人时触发,4级蓝宝石镶嵌到风刃发射器的效果,-1,671,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
671,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到风刃发射器的效果,3,0.2,减速百分比,2004,特效ID,,,,,,,,,,,,
672,,,9,命中敌人时触发,5级蓝宝石镶嵌到风刃发射器的效果,-1,673,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
673,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到风刃发射器的效果,3,0.23,减速百分比,2004,特效ID,,,,,,,,,,,,
674,,,9,命中敌人时触发,1级紫宝石镶嵌到风刃发射器的效果,-1,675,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,700,触发万分比,,,,,,
675,,,98,感电,1级紫宝石镶嵌到风刃发射器的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
676,,,9,命中敌人时触发,2级紫宝石镶嵌到风刃发射器的效果,-1,677,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,900,触发万分比,,,,,,
677,,,98,感电,2级紫宝石镶嵌到风刃发射器的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
678,,,9,命中敌人时触发,3级紫宝石镶嵌到风刃发射器的效果,-1,679,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1200,触发万分比,,,,,,
679,,,98,感电,3级紫宝石镶嵌到风刃发射器的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
680,,,9,命中敌人时触发,4级紫宝石镶嵌到风刃发射器的效果,-1,681,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1500,触发万分比,,,,,,
681,,,98,感电,4级紫宝石镶嵌到风刃发射器的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
682,,,9,命中敌人时触发,5级紫宝石镶嵌到风刃发射器的效果,-1,683,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1500,触发万分比,,,,,,
683,,,98,感电,5级紫宝石镶嵌到风刃发射器的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
684,,,9,命中敌人时触发,1级紫宝石镶嵌到十字弓的效果,-1,685,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1000,触发万分比,,,,,,
685,,,98,感电,1级紫宝石镶嵌到十字弓的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
686,,,9,命中敌人时触发,2级紫宝石镶嵌到十字弓的效果,-1,687,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1500,触发万分比,,,,,,
687,,,98,感电,2级紫宝石镶嵌到十字弓的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
688,,,9,命中敌人时触发,3级紫宝石镶嵌到十字弓的效果,-1,689,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2000,触发万分比,,,,,,
689,,,98,感电,3级紫宝石镶嵌到十字弓的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
690,,,9,命中敌人时触发,4级紫宝石镶嵌到十字弓的效果,-1,691,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2500,触发万分比,,,,,,
691,,,98,感电,4级紫宝石镶嵌到十字弓的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
692,,,9,命中敌人时触发,5级紫宝石镶嵌到十字弓的效果,-1,693,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,3000,触发万分比,,,,,,
693,,,98,感电,5级紫宝石镶嵌到十字弓的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
